&1&2&3&5&6&10&11&12&13
0&11/06/18 00:00:48&	SMTP-IN	26E23B490FFC4F39BDFEC25761B79CFC.MAI	748	&177.8.169.156&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
1&11/06/18 00:00:48&	SMTP-IN	26E23B490FFC4F39BDFEC25761B79CFC.MAI	748	&177.8.169.156&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2056&11/06/18 07:34:03&	SMTP-IN	5E812681F02E47E4A7622C7FEFB289C6.MAI	1004	&186.10.79.130&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:34:03	&0&0&	
2057&11/06/18 07:34:03&	SMTP-IN	5E812681F02E47E4A7622C7FEFB289C6.MAI	1004	&186.10.79.130&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2058&11/06/18 07:34:04&	SMTP-IN	5E812681F02E47E4A7622C7FEFB289C6.MAI	1004	&186.10.79.130&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2059&11/06/18 07:34:04&	SMTP-IN	5E812681F02E47E4A7622C7FEFB289C6.MAI	1004	&186.10.79.130&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dacia	
2060&11/06/18 07:34:05&	SMTP-IN	5E812681F02E47E4A7622C7FEFB289C6.MAI	1004	&186.10.79.130&AUTH&ZGFjaWE=&535 Invalid Username or Password	&34&10&dacia	
2061&11/06/18 07:34:06&	SMTP-IN	5E812681F02E47E4A7622C7FEFB289C6.MAI	1004	&186.10.79.130&QUIT&QUIT&221 Service closing transmission channel	&42&6&dacia	
2062&11/06/18 07:35:46&	SMTP-IN	C9EF720090384FDA9641454DA4569C43.MAI	964	&154.73.182.24&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:35:46	&0&0&	
2063&11/06/18 07:35:46&	SMTP-IN	C9EF720090384FDA9641454DA4569C43.MAI	964	&154.73.182.24&HELO&HELO&*.*	250 Requested mail action okay, completed	&43&10&	
2064&11/06/18 07:35:46&	SMTP-IN	C9EF720090384FDA9641454DA4569C43.MAI	964	&154.73.182.24&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2065&11/06/18 07:35:47&	SMTP-IN	C9EF720090384FDA9641454DA4569C43.MAI	964	&154.73.182.24&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&6&dad	
2066&11/06/18 07:35:47&	SMTP-IN	C9EF720090384FDA9641454DA4569C43.MAI	964	&154.73.182.24&AUTH&ZGFk&535 Invalid Username or Password	&34&6&dad	
2067&11/06/18 07:35:47&	SMTP-IN	C9EF720090384FDA9641454DA4569C43.MAI	964	&154.73.182.24&QUIT&QUIT&221 Service closing transmission channel	&42&6&dad	
2068&11/06/18 07:36:23&	SMTP-IN	8DAA407ACBFB4D548A3655142BF7D3BF.MAI	908	&185.234.219.30&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:36:23	&0&0&	
2069&11/06/18 07:36:23&	SMTP-IN	8DAA407ACBFB4D548A3655142BF7D3BF.MAI	908	&185.234.219.30&EHLO&EHLO&User	250-cirkul-m.ru [185.234.219.30], this server offers 4 extensions	&129&11&	
2070&11/06/18 07:36:23&	SMTP-IN	8DAA407ACBFB4D548A3655142BF7D3BF.MAI	908	&185.234.219.30&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2071&11/06/18 07:36:23&	SMTP-IN	8DAA407ACBFB4D548A3655142BF7D3BF.MAI	908	&185.234.219.30&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&blog	
2072&11/06/18 07:36:23&	SMTP-IN	8DAA407ACBFB4D548A3655142BF7D3BF.MAI	908	&185.234.219.30&AUTH&d2VsY29tZQ==&535 Invalid Username or Password	&34&14&blog	
2073&11/06/18 07:37:00&	SMTP-IN	A787E3FBF62E4184B6B327057FA87A80.MAI	1008	&80.82.70.189&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:37:00	&0&0&	
2074&11/06/18 07:37:00&	SMTP-IN	A787E3FBF62E4184B6B327057FA87A80.MAI	1008	&80.82.70.189&EHLO&EHLO&User	250-cirkul-m.ru [80.82.70.189], this server offers 4 extensions	&127&11&	
2075&11/06/18 07:37:00&	SMTP-IN	A787E3FBF62E4184B6B327057FA87A80.MAI	1008	&80.82.70.189&RSET&RSET&250 Requested mail action okay, completed	&43&6&	
2076&11/06/18 07:37:00&	SMTP-IN	A787E3FBF62E4184B6B327057FA87A80.MAI	1008	&80.82.70.189&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2077&11/06/18 07:37:00&	SMTP-IN	A787E3FBF62E4184B6B327057FA87A80.MAI	1008	&80.82.70.189&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&30&cameron@cirkul-m.ru	
2078&11/06/18 07:37:00&	SMTP-IN	A787E3FBF62E4184B6B327057FA87A80.MAI	1008	&80.82.70.189&AUTH&Y2FtZXJvbjEyMw==&535 Invalid Username or Password	&34&18&cameron@cirkul-m.ru	
2079&11/06/18 07:37:00&	SMTP-IN	A787E3FBF62E4184B6B327057FA87A80.MAI	1008	&80.82.70.189&QUIT&QUIT&221 Service closing transmission channel	&42&6&cameron@cirkul-m.ru	
2080&11/06/18 07:37:39&	SMTP-IN	B767A17B210849E68FA9D3C056A6076D.MAI	1004	&204.152.209.101&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:37:39	&0&0&	
2081&11/06/18 07:37:40&	SMTP-IN	B767A17B210849E68FA9D3C056A6076D.MAI	1004	&204.152.209.101&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2082&11/06/18 07:37:40&	SMTP-IN	B767A17B210849E68FA9D3C056A6076D.MAI	1004	&204.152.209.101&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2083&11/06/18 07:37:40&	SMTP-IN	B767A17B210849E68FA9D3C056A6076D.MAI	1004	&204.152.209.101&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dadams	
2084&11/06/18 07:37:41&	SMTP-IN	B767A17B210849E68FA9D3C056A6076D.MAI	1004	&204.152.209.101&AUTH&ZGFkYW1z&535 Invalid Username or Password	&34&10&dadams	
2085&11/06/18 07:37:41&	SMTP-IN	B767A17B210849E68FA9D3C056A6076D.MAI	1004	&204.152.209.101&QUIT&QUIT&221 Service closing transmission channel	&42&6&dadams	
2086&11/06/18 07:39:31&	SMTP-IN	3562963DD96E4076AD092A85ADCB453C.MAI	964	&186.67.78.38&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:39:31	&0&0&	
2087&11/06/18 07:39:31&	SMTP-IN	3562963DD96E4076AD092A85ADCB453C.MAI	964	&186.67.78.38&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2088&11/06/18 07:39:32&	SMTP-IN	3562963DD96E4076AD092A85ADCB453C.MAI	964	&186.67.78.38&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2089&11/06/18 07:39:32&	SMTP-IN	3562963DD96E4076AD092A85ADCB453C.MAI	964	&186.67.78.38&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dado	
2090&11/06/18 07:39:33&	SMTP-IN	3562963DD96E4076AD092A85ADCB453C.MAI	964	&186.67.78.38&AUTH&ZGFkbw==&535 Invalid Username or Password	&34&10&dado	
2091&11/06/18 07:39:33&	SMTP-IN	3562963DD96E4076AD092A85ADCB453C.MAI	964	&186.67.78.38&QUIT&QUIT&221 Service closing transmission channel	&42&6&dado	
2092&11/06/18 07:41:04&	SMTP-IN	3165E3863ED3451294C04671A46F6BC0.MAI	908	&193.169.252.54&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:41:04	&0&0&	
2093&11/06/18 07:41:05&	SMTP-IN	3165E3863ED3451294C04671A46F6BC0.MAI	908	&193.169.252.54&EHLO&EHLO&User	250-cirkul-m.ru [193.169.252.54], this server offers 4 extensions	&129&11&	
2094&11/06/18 07:41:05&	SMTP-IN	3165E3863ED3451294C04671A46F6BC0.MAI	908	&193.169.252.54&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2095&11/06/18 07:41:05&	SMTP-IN	3165E3863ED3451294C04671A46F6BC0.MAI	908	&193.169.252.54&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&xerox	
2096&11/06/18 07:41:05&	SMTP-IN	3165E3863ED3451294C04671A46F6BC0.MAI	908	&193.169.252.54&AUTH&V2VsY29tZTE=&535 Invalid Username or Password	&34&14&xerox	
2097&11/06/18 07:41:19&	SMTP-IN	AF82A2AE60E64F8492F74DCFEB021755.MAI	1008	&187.44.106.11&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:41:19	&0&0&	
2098&11/06/18 07:41:19&	SMTP-IN	AF82A2AE60E64F8492F74DCFEB021755.MAI	1008	&187.44.106.11&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2099&11/06/18 07:41:19&	SMTP-IN	AF82A2AE60E64F8492F74DCFEB021755.MAI	1008	&187.44.106.11&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2100&11/06/18 07:41:20&	SMTP-IN	AF82A2AE60E64F8492F74DCFEB021755.MAI	1008	&187.44.106.11&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&daemon	
2101&11/06/18 07:41:20&	SMTP-IN	AF82A2AE60E64F8492F74DCFEB021755.MAI	1008	&187.44.106.11&AUTH&ZGFlbW9u&535 Invalid Username or Password	&34&10&daemon	
2102&11/06/18 07:41:20&	SMTP-IN	AF82A2AE60E64F8492F74DCFEB021755.MAI	1008	&187.44.106.11&QUIT&QUIT&221 Service closing transmission channel	&42&6&daemon	
2103&11/06/18 07:43:05&	SMTP-IN	36E3330E012C4BA088F401DFD298F9E8.MAI	1004	&191.255.248.223&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:43:05	&0&0&	
2104&11/06/18 07:43:05&	SMTP-IN	36E3330E012C4BA088F401DFD298F9E8.MAI	1004	&191.255.248.223&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2105&11/06/18 07:43:05&	SMTP-IN	36E3330E012C4BA088F401DFD298F9E8.MAI	1004	&191.255.248.223&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2106&11/06/18 07:43:06&	SMTP-IN	36E3330E012C4BA088F401DFD298F9E8.MAI	1004	&191.255.248.223&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dafny	
2107&11/06/18 07:43:06&	SMTP-IN	36E3330E012C4BA088F401DFD298F9E8.MAI	1004	&191.255.248.223&AUTH&ZGFmbnk=&535 Invalid Username or Password	&34&10&dafny	
2108&11/06/18 07:43:07&	SMTP-IN	36E3330E012C4BA088F401DFD298F9E8.MAI	1004	&191.255.248.223&QUIT&QUIT&221 Service closing transmission channel	&42&6&dafny	
2109&11/06/18 07:43:12&	SMTP-IN	60A4801F88F24666B9F21558E2064F57.MAI	964	&193.169.252.163&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:43:12	&0&0&	
2110&11/06/18 07:43:12&	SMTP-IN	60A4801F88F24666B9F21558E2064F57.MAI	964	&193.169.252.163&EHLO&EHLO&178.72.90.213	250-cirkul-m.ru [193.169.252.163], this server offers 4 extensions	&130&20&	
2111&11/06/18 07:43:12&	SMTP-IN	60A4801F88F24666B9F21558E2064F57.MAI	964	&193.169.252.163&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2112&11/06/18 07:43:12&	SMTP-IN	60A4801F88F24666B9F21558E2064F57.MAI	964	&193.169.252.163&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&14&luciano	
2113&11/06/18 07:43:12&	SMTP-IN	60A4801F88F24666B9F21558E2064F57.MAI	964	&193.169.252.163&AUTH&cXdlcnR5&535 Invalid Username or Password	&34&10&luciano	
2114&11/06/18 07:45:02&	SMTP-IN	B1475ED58632481DAE201456DFFF6513.MAI	908	&189.50.15.58&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:45:02	&0&0&	
2115&11/06/18 07:45:03&	SMTP-IN	B1475ED58632481DAE201456DFFF6513.MAI	908	&189.50.15.58&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2116&11/06/18 07:45:03&	SMTP-IN	B1475ED58632481DAE201456DFFF6513.MAI	908	&189.50.15.58&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2117&11/06/18 07:45:03&	SMTP-IN	B1475ED58632481DAE201456DFFF6513.MAI	908	&189.50.15.58&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dafydd	
2118&11/06/18 07:45:04&	SMTP-IN	B1475ED58632481DAE201456DFFF6513.MAI	908	&189.50.15.58&AUTH&ZGFmeWRk&535 Invalid Username or Password	&34&10&dafydd	
2119&11/06/18 07:45:04&	SMTP-IN	B1475ED58632481DAE201456DFFF6513.MAI	908	&189.50.15.58&QUIT&QUIT&221 Service closing transmission channel	&42&6&dafydd	
2120&11/06/18 07:46:39&	SMTP-IN	47812113EB7D4505B270A72CCDA6994C.MAI	1008	&185.234.219.30&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:46:39	&0&0&	
2121&11/06/18 07:46:39&	SMTP-IN	47812113EB7D4505B270A72CCDA6994C.MAI	1008	&185.234.219.30&EHLO&EHLO&User	250-cirkul-m.ru [185.234.219.30], this server offers 4 extensions	&129&11&	
2122&11/06/18 07:46:40&	SMTP-IN	47812113EB7D4505B270A72CCDA6994C.MAI	1008	&185.234.219.30&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2123&11/06/18 07:46:40&	SMTP-IN	47812113EB7D4505B270A72CCDA6994C.MAI	1008	&185.234.219.30&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&thomas	
2124&11/06/18 07:46:40&	SMTP-IN	47812113EB7D4505B270A72CCDA6994C.MAI	1008	&185.234.219.30&AUTH&d2VsY29tZQ==&535 Invalid Username or Password	&34&14&thomas	
2125&11/06/18 07:46:53&	SMTP-IN	19D6D0544AB84464856E3D5F0439E1E4.MAI	1004	&14.143.251.126&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:46:53	&0&0&	
2126&11/06/18 07:46:53&	SMTP-IN	19D6D0544AB84464856E3D5F0439E1E4.MAI	1004	&14.143.251.126&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2127&11/06/18 07:46:53&	SMTP-IN	19D6D0544AB84464856E3D5F0439E1E4.MAI	1004	&14.143.251.126&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2128&11/06/18 07:46:54&	SMTP-IN	19D6D0544AB84464856E3D5F0439E1E4.MAI	1004	&14.143.251.126&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dagmar	
2129&11/06/18 07:46:54&	SMTP-IN	19D6D0544AB84464856E3D5F0439E1E4.MAI	1004	&14.143.251.126&AUTH&ZGFnbWFy&535 Invalid Username or Password	&34&10&dagmar	
2130&11/06/18 07:46:54&	SMTP-IN	19D6D0544AB84464856E3D5F0439E1E4.MAI	1004	&14.143.251.126&QUIT&QUIT&221 Service closing transmission channel	&42&6&dagmar	
2131&11/06/18 07:48:41&	SMTP-IN	A9E603D031174B96BE71063D144A4B09.MAI	964	&14.143.251.126&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:48:41	&0&0&	
2132&11/06/18 07:48:41&	SMTP-IN	A9E603D031174B96BE71063D144A4B09.MAI	964	&14.143.251.126&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2133&11/06/18 07:48:41&	SMTP-IN	A9E603D031174B96BE71063D144A4B09.MAI	964	&14.143.251.126&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2134&11/06/18 07:48:42&	SMTP-IN	A9E603D031174B96BE71063D144A4B09.MAI	964	&14.143.251.126&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&14&dagmara	
2135&11/06/18 07:48:42&	SMTP-IN	A9E603D031174B96BE71063D144A4B09.MAI	964	&14.143.251.126&AUTH&ZGFnbWFyYQ==&535 Invalid Username or Password	&34&14&dagmara	
2136&11/06/18 07:48:42&	SMTP-IN	A9E603D031174B96BE71063D144A4B09.MAI	964	&14.143.251.126&QUIT&QUIT&221 Service closing transmission channel	&42&6&dagmara	
2137&11/06/18 07:50:33&	SMTP-IN	7AF7DC0BC2A54BA388426B7D9D282853.MAI	908	&177.143.199.94&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:50:33	&0&0&	
2138&11/06/18 07:50:34&	SMTP-IN	7AF7DC0BC2A54BA388426B7D9D282853.MAI	908	&177.143.199.94&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2139&11/06/18 07:50:34&	SMTP-IN	7AF7DC0BC2A54BA388426B7D9D282853.MAI	908	&177.143.199.94&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2140&11/06/18 07:50:34&	SMTP-IN	7AF7DC0BC2A54BA388426B7D9D282853.MAI	908	&177.143.199.94&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&6&dai	
2141&11/06/18 07:50:35&	SMTP-IN	7AF7DC0BC2A54BA388426B7D9D282853.MAI	908	&177.143.199.94&AUTH&ZGFp&535 Invalid Username or Password	&34&6&dai	
2142&11/06/18 07:50:35&	SMTP-IN	7AF7DC0BC2A54BA388426B7D9D282853.MAI	908	&177.143.199.94&QUIT&QUIT&221 Service closing transmission channel	&42&6&dai	
2143&11/06/18 07:52:22&	SMTP-IN	DAAD3A63BBE24CA99B808A582A9850EE.MAI	1008	&181.51.212.3&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:52:22	&0&0&	
2144&11/06/18 07:52:23&	SMTP-IN	DAAD3A63BBE24CA99B808A582A9850EE.MAI	1008	&181.51.212.3&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2145&11/06/18 07:52:23&	SMTP-IN	DAAD3A63BBE24CA99B808A582A9850EE.MAI	1008	&181.51.212.3&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2146&11/06/18 07:52:23&	SMTP-IN	DAAD3A63BBE24CA99B808A582A9850EE.MAI	1008	&181.51.212.3&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&daile	
2147&11/06/18 07:52:24&	SMTP-IN	DAAD3A63BBE24CA99B808A582A9850EE.MAI	1008	&181.51.212.3&AUTH&ZGFpbGU=&535 Invalid Username or Password	&34&10&daile	
2148&11/06/18 07:52:24&	SMTP-IN	DAAD3A63BBE24CA99B808A582A9850EE.MAI	1008	&181.51.212.3&QUIT&QUIT&221 Service closing transmission channel	&42&6&daile	
2149&11/06/18 07:54:10&	SMTP-IN	1A2E63A2EEBA487F9DCDF8C7C29758FC.MAI	1004	&187.44.106.11&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:54:10	&0&0&	
2150&11/06/18 07:54:10&	SMTP-IN	1A2E63A2EEBA487F9DCDF8C7C29758FC.MAI	1004	&187.44.106.11&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2151&11/06/18 07:54:11&	SMTP-IN	1A2E63A2EEBA487F9DCDF8C7C29758FC.MAI	1004	&187.44.106.11&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2152&11/06/18 07:54:11&	SMTP-IN	1A2E63A2EEBA487F9DCDF8C7C29758FC.MAI	1004	&187.44.106.11&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&daisy	
2153&11/06/18 07:54:11&	SMTP-IN	1A2E63A2EEBA487F9DCDF8C7C29758FC.MAI	1004	&187.44.106.11&AUTH&ZGFpc3k=&535 Invalid Username or Password	&34&10&daisy	
2154&11/06/18 07:54:12&	SMTP-IN	1A2E63A2EEBA487F9DCDF8C7C29758FC.MAI	1004	&187.44.106.11&QUIT&QUIT&221 Service closing transmission channel	&42&6&daisy	
2155&11/06/18 07:54:21&	SMTP-IN	6CCC057B0B664B028CA795721F344395.MAI	964	&80.82.70.189&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:54:21	&0&0&	
2156&11/06/18 07:54:21&	SMTP-IN	6CCC057B0B664B028CA795721F344395.MAI	964	&80.82.70.189&EHLO&EHLO&User	250-cirkul-m.ru [80.82.70.189], this server offers 4 extensions	&127&11&	
2157&11/06/18 07:54:21&	SMTP-IN	6CCC057B0B664B028CA795721F344395.MAI	964	&80.82.70.189&RSET&RSET&250 Requested mail action okay, completed	&43&6&	
2158&11/06/18 07:54:21&	SMTP-IN	6CCC057B0B664B028CA795721F344395.MAI	964	&80.82.70.189&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2159&11/06/18 07:54:21&	SMTP-IN	6CCC057B0B664B028CA795721F344395.MAI	964	&80.82.70.189&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&26&candy@cirkul-m.ru	
2160&11/06/18 07:54:22&	SMTP-IN	6CCC057B0B664B028CA795721F344395.MAI	964	&80.82.70.189&AUTH&Y2FuZHkxMjM=&535 Invalid Username or Password	&34&14&candy@cirkul-m.ru	
2161&11/06/18 07:54:22&	SMTP-IN	6CCC057B0B664B028CA795721F344395.MAI	964	&80.82.70.189&QUIT&QUIT&221 Service closing transmission channel	&42&6&candy@cirkul-m.ru	
2162&11/06/18 07:55:57&	SMTP-IN	688078941B474386AECE6AFE91E9B736.MAI	908	&201.20.96.82&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:55:57	&0&0&	
2163&11/06/18 07:55:57&	SMTP-IN	688078941B474386AECE6AFE91E9B736.MAI	908	&201.20.96.82&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2164&11/06/18 07:55:58&	SMTP-IN	688078941B474386AECE6AFE91E9B736.MAI	908	&201.20.96.82&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2165&11/06/18 07:55:58&	SMTP-IN	688078941B474386AECE6AFE91E9B736.MAI	908	&201.20.96.82&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dakota	
2166&11/06/18 07:55:59&	SMTP-IN	688078941B474386AECE6AFE91E9B736.MAI	908	&201.20.96.82&AUTH&ZGFrb3Rh&535 Invalid Username or Password	&34&10&dakota	
2167&11/06/18 07:55:59&	SMTP-IN	688078941B474386AECE6AFE91E9B736.MAI	908	&201.20.96.82&QUIT&QUIT&221 Service closing transmission channel	&42&6&dakota	
2168&11/06/18 07:57:02&	SMTP-IN	4A6BAABF31F2410D86E4EB94AF2F4499.MAI	1008	&185.234.219.30&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:57:02	&0&0&	
2169&11/06/18 07:57:02&	SMTP-IN	4A6BAABF31F2410D86E4EB94AF2F4499.MAI	1008	&185.234.219.30&EHLO&EHLO&User	250-cirkul-m.ru [185.234.219.30], this server offers 4 extensions	&129&11&	
2170&11/06/18 07:57:02&	SMTP-IN	4A6BAABF31F2410D86E4EB94AF2F4499.MAI	1008	&185.234.219.30&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2171&11/06/18 07:57:02&	SMTP-IN	4A6BAABF31F2410D86E4EB94AF2F4499.MAI	1008	&185.234.219.30&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&amelie	
2172&11/06/18 07:57:02&	SMTP-IN	4A6BAABF31F2410D86E4EB94AF2F4499.MAI	1008	&185.234.219.30&AUTH&d2VsY29tZQ==&535 Invalid Username or Password	&34&14&amelie	
2173&11/06/18 07:57:53&	SMTP-IN	D2DE38698B694CC1A8E0A402E3EA732B.MAI	1004	&186.201.186.107&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:57:53	&0&0&	
2174&11/06/18 07:57:54&	SMTP-IN	D2DE38698B694CC1A8E0A402E3EA732B.MAI	1004	&186.201.186.107&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2175&11/06/18 07:57:54&	SMTP-IN	D2DE38698B694CC1A8E0A402E3EA732B.MAI	1004	&186.201.186.107&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2176&11/06/18 07:57:54&	SMTP-IN	D2DE38698B694CC1A8E0A402E3EA732B.MAI	1004	&186.201.186.107&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dale	
2177&11/06/18 07:57:55&	SMTP-IN	D2DE38698B694CC1A8E0A402E3EA732B.MAI	1004	&186.201.186.107&AUTH&ZGFsZQ==&535 Invalid Username or Password	&34&10&dale	
2178&11/06/18 07:57:55&	SMTP-IN	D2DE38698B694CC1A8E0A402E3EA732B.MAI	1004	&186.201.186.107&QUIT&QUIT&221 Service closing transmission channel	&42&6&dale	
2179&11/06/18 07:59:23&	SMTP-IN	1F42DF59A97B46D598024E842E59D385.MAI	964	&193.169.252.54&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:59:23	&0&0&	
2180&11/06/18 07:59:23&	SMTP-IN	1F42DF59A97B46D598024E842E59D385.MAI	964	&193.169.252.54&EHLO&EHLO&User	250-cirkul-m.ru [193.169.252.54], this server offers 4 extensions	&129&11&	
2181&11/06/18 07:59:23&	SMTP-IN	1F42DF59A97B46D598024E842E59D385.MAI	964	&193.169.252.54&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2182&11/06/18 07:59:23&	SMTP-IN	1F42DF59A97B46D598024E842E59D385.MAI	964	&193.169.252.54&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&14&warehouse	
2183&11/06/18 07:59:23&	SMTP-IN	1F42DF59A97B46D598024E842E59D385.MAI	964	&193.169.252.54&AUTH&V2VsY29tZTE=&535 Invalid Username or Password	&34&14&warehouse	
2184&11/06/18 07:59:37&	SMTP-IN	0558B797ABDB4E23BC539F8BFB35A431.MAI	908	&181.40.120.46&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 07:59:37	&0&0&	
2185&11/06/18 07:59:37&	SMTP-IN	0558B797ABDB4E23BC539F8BFB35A431.MAI	908	&181.40.120.46&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
2186&11/06/18 07:59:38&	SMTP-IN	0558B797ABDB4E23BC539F8BFB35A431.MAI	908	&181.40.120.46&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
2187&11/06/18 07:59:38&	SMTP-IN	0558B797ABDB4E23BC539F8BFB35A431.MAI	908	&181.40.120.46&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dalena	
